"resultant","cvfast","smax","smin","outcome"
0.97989230738914,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.968961259927065,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.980275743150572,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.98200573432443,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.975922879874714,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.968342557515352,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.963154905509885,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.970256298748013,0.258786613143195,1.00343567128515,0.911382779548751," notfall"
0.994694481234506,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
0.978838408924023,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
0.951515044172133,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
0.985611059690175,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
1.00343567128515,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
0.976281903141168,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
0.911382779548751,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
0.991733658703772,0.299299843727636,1.00343567128515,0.854772824381479," notfall"
0.991733658703772,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
1.00275568957057,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
0.977897355357819,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
0.976961702674229,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
0.970328763176331,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
0.944214749761324,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
0.93102045911802,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
0.93554170826364,0.582311213711977,1.00275568957057,0.476123615016582," notfall"
0.943379559005456,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.95228520504011,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.933064100765107,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.898639339252848,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.854772824381479,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.854772824381479,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.884230736210214,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.892373029056782,6.7047827469945,6.02752697283888,0.339931170084099," notfall"
0.769144072380364,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.685492784112999,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.685492784112999,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.659295244475472,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.592789626150186,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.559761581840117,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.549858640993507,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.476123615016582,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.419060921293627,7.4555718954665,6.02752697283888,0.339931170084099," notfall"
0.390169564928721,7.4555718954665,6.02752697283888,0.339931170084099," fall"
0.339931170084099,7.4555718954665,6.02752697283888,0.339931170084099," fall"
0.342152529035423,7.4555718954665,6.02752697283888,0.339931170084099," fall"
2.89093401729323,7.4555718954665,6.02752697283888,0.339931170084099," fall"
6.02752697283888,7.4555718954665,6.02752697283888,0.339931170084099," fall"
3.26708047901087,7.4555718954665,6.02752697283888,0.339931170084099," fall"
3.21291836737442,7.4555718954665,6.02752697283888,0.339931170084099," fall"
2.17852845320368,3.1983195691693,2.17852845320368,0.403054354371492," notfall"
1.98607939813327,3.1983195691693,2.17852845320368,0.403054354371492," notfall"
